# pl_name: name of planet,,,,,,,,,,,,,,,
# st_name: name of host star,,,,,,,,,,,,,,,
# pl_period: orbital period (days),,,,,,,,,,,,,,,
"# pl_orb: semi-major axis of the orbit (au) (in cases where not measured, it is fitted with (pl_period*24*60*60)**(2/3)/(4*PI**2/(6.67408*1e-11*(st_mass*1.98847*1e30)))**(1/3)/149597870691.0",,,,,,,,,,,,,,,
# pl_radE: radius of planet (Earth),,,,,,,,,,,,,,,
pl_radJ: radius of planet (Jupiter),,,,,,,,,,,,,,,
"pl_massE: mass of planet (Earth) (in cases where not measured, it is fitted assuming Earth-like density)",,,,,,,,,,,,,,,
pl_g: gravitational acceleration of the planet,,,,,,,,,,,,,,,
pl_teff: effective temperature of the planet (Dayside  distributed  pl_teff=st_teff*((st_rad*0.00465047)/(pl_orb))**0.5*(2/3)**0.25),,,,,,,,,,,,,,,
st_teff: effective temperature of the host star,,,,,,,,,,,,,,,
st_rad: radius of the host star,,,,,,,,,,,,,,,
st_mass: mass of the host star,,,,,,,,,,,,,,,
pl_subT: effective temperature of the planet (Substellar no distribution pl_teff=st_teff*((st_rad*0.00465047)/(pl_orb))**0.5*(1)**0.25),,,,,,,,,,,,,,,
distance: target distance from Earth (pc),,,,,,,,,,,,,,,
magJ: apparent magnitude of the target (J),,,,,,,,,,,,,,,
reference: references for parameters of the system,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,
pl_name,st_name,pl_period,pl_orb,pl_radE,pl_radJ,pl_massE,pl_g,pl_teff,pl_subT,st_rad,st_mass,st_teff,distance,magJ,reference
134.01,134,1.401529,0.0209,1.636,0.146,5.795372,2127.387,1249.711,1383,0.597,0.619,3794,25.1496,7.941,N
136.01,136,0.462884,0.0064,1.354,0.121,2.954186,1581.552,1018.987,1128,0.189,0.162,3043,14.8846,10.046,N
141.01,141,1.008092,0.0214,1.661,0.148,6.121066,2179.188,2599.028,2876,1.132,1.281,5795,48.0883,6.806,N
174.04,174,3.976643,0.0367,0.793,0.071,0.435949,681.4634,1286.239,1423,0.69,0.417,4813,39.0341,7.865,N
186.02,186,7.789795,0.056,0.82,0.073,0.492674,719.1457,1015.505,1124,0.71,0.386,4629,16.32,6.081,N
201.02,201,5.849254,0.0718,1.221,0.109,2.038294,1343.285,1713.556,1896,1.33,1.444,6462,113.825,8.103,N
206.01,206,0.736306,0.008,1.46,0.13,3.867253,1780.524,1376.221,1523,0.352,0.124,3358,47.7465,10.873,N
214.02,214,9.6961,0.0867,0.831,0.074,0.516,733.9335,999.5562,1106,0.798,0.925,5346,38.96,7.311,N
218.01,218,0.438338,0.0049,1.831,0.163,8.674166,2540.452,1479.502,1637,0.285,0.081,3146,52.3428,11.675,N
221.01,221,0.62425,0.0118,1.672,0.149,6.264956,2201.581,1545.231,1710,0.525,0.567,3765,50.1632,10.709,N
238.01,238,1.2731,0.0213,1.862,0.166,9.201636,2607.302,1857.759,2056,0.766,0.792,5024,80.5407,9.214,N
253.01,253,3.510494,0.0335,1.335,0.119,2.809337,1546.951,1081.43,1197,0.639,0.409,4020,30.8431,8.161,N
261.01,261,3.360348,0.0353,1.847,0.165,8.951467,2575.872,2210.502,2446,1.31,0.521,5890,114.495,8.507,N
266.02,266,6.19132,0.0628,1.759,0.157,7.521016,2385.901,1370.723,1517,0.93,0.864,5784,101.694,8.847,N
274.01,274,0.541793,0.0123,1.845,0.165,8.907483,2570.295,2591.35,2868,0.807,0.836,5181,113.378,9.747,N
284.01,284,1.30926,0.021,0.852,0.076,0.563794,763.104,1736.033,1921,0.73,0.722,4780,52.1472,8.373,N
286.01,286,4.51171,0.0509,1.487,0.133,4.127591,1832.303,1275.63,1412,0.794,0.867,5245,59.2293,8.357,N
396.01,396,5.96925,0.0759,1.893,0.169,9.766746,2676.583,1596.165,1766.447,1.28,1.638,6308,31.964,5.473,N
396.02,396,3.58529,0.054,1.771,0.158,7.706442,2411.607,1891.805,2094,1.28,1.638,6308,31.964,5.473,N
401.01,401,2.4861,0.0368,1.409,0.126,3.40642,1683.845,1893.553,2096,0.99,1.079,5928,64.4827,7.683,N
402.01,402,4.757386,0.0471,1.992,0.178,11.71572,2899.674,1348.5,1492.36,0.842,0.615,5175,44.8155,7.553,N
409.01,409,6.799278,0.0616,1.096,0.098,1.388282,1134.439,1042.526,1154,0.73,0.674,4914,53.3027,8.277,N
411.02,411,4.040413,0.0514,1.547,0.138,4.754743,1949.964,1752.116,1939,1.117,1.111,6101,62.7792,7.25,N
431.02,431,0.490059,0.0113,1.474,0.132,3.998874,1806.939,2416.223,2674,0.727,0.803,4891,32.5686,7.305,N
451.02,451,1.858662,0.0293,1.932,0.172,10.51351,2764.775,1825.972,2020.77,0.856,0.971,5481,123.739,9.636,N
486.01,486,1.744692,0.0221,0.655,0.058,0.220238,504.6188,932.8906,1032,0.427,0.473,3445,15.2142,7.898,N
488.01,488,1.198058,0.016,1.174,0.105,1.775672,1264.184,968.0045,1071,0.355,0.377,3332,27.3644,9.627,N
494.01,494,1.701888,0.0287,1.734,0.155,7.143137,2332.394,1620.353,1793,0.798,1.086,4985,89.9559,9.315,N
500.01,500,0.548155,0.0115,1.295,0.116,2.518604,1474.352,2291.918,2536,0.752,0.666,4590,47.3924,8.403,N
512.01,512,7.188733,0.0715,1.525,0.136,4.518569,1906.739,1208.151,1337,0.883,0.944,5581,67.3975,8.26,N
520.01,520,0.522797,0.0152,1.81,0.161,8.319927,2494.27,4507.44,4988,1.464,1.71,7450,222.315,9.042,N
539.01,539,0.309607,0.0079,1.746,0.156,7.319314,2357.533,3026.587,3349,0.81,0.674,4836,108.368,9.802,N
540.01,540,1.239211,0.0076,0.905,0.081,0.700086,839.3775,951.7024,1053,0.197,0.039,3042,14.0022,9.755,N
556.01,556,2.294185,0.0311,1.956,0.175,10.98222,2818.347,1488.211,1646.976,0.707,0.761,5062,146.905,10.463,N
561.02,561,0.446574,0.0109,1.471,0.131,3.971977,1801.581,2918.397,3230,0.84,0.862,5391,85.799,8.879,N
566.01,566,0.846542,0.012,1.642,0.147,5.882756,2141.442,1082.47,1198,0.325,0.324,3380,83.5896,11.172,N
634.01,634,0.49359,0.0125,1.734,0.155,7.138578,2331.739,3286.174,3637,1.029,1.064,5872,92.8368,8.564,N
635.01,635,0.493379,0.0125,1.504,0.134,4.29509,1864.655,3266.435,3615,1.006,1.077,5914,58.7453,7.511,N
638.01,638,0.493826,0.0127,1.94,0.173,10.66804,2782.583,3435.645,3802.166,1.085,1.119,6030,96.6355,8.419,N
696.01,696,0.860241,0.0122,0.972,0.087,0.903146,938.9106,1121.163,1241,0.338,0.324,3450,19.8782,9.020001,N
708.01,708,1.996071,0.0347,1.948,0.174,10.8195,2799.897,2168.738,2400.104,0.975,1.395,6636,214.756,10.263,N
713.02,713,1.871519,0.0254,1.258,0.112,2.269928,1408.433,1345.443,1489,0.651,0.628,4317,69.3653,9.669,N
719.01,719,4.10553,0.05,1.713,0.153,6.831019,2286.991,1534.22,1698,0.97,0.99,5653,84.7306,8.431,N
723.01,723,1.417861,0.0228,1.158,0.103,1.687709,1236.237,1740.725,1926,0.756,0.79,4908,80.9812,9.257,N
726.01,726,0.46132,0.013,1.893,0.169,9.759745,2675.739,3943.191,4363.858,1.21,1.372,6629,206.755,9.595,N
731.01,731,0.321926,0.0073,1.028,0.092,1.102417,1024.998,1711.06,1894,0.458,0.511,3518,9.41263,6.632,N
732.01,732,0.768418,0.0109,1.134,0.101,1.568751,1197.111,1076.406,1191,0.3,0.292,3329,21.9814,9.007,N
733.01,733,4.884783,0.0574,1.995,0.178,11.78962,2907.708,1487.186,1645.842,0.938,1.055,5969,75.2092,8.22,N
784.01,784,2.796777,0.0387,1.94,0.173,10.66498,2782.231,1733.506,1918.44,0.896,0.992,5849,64.5997,8.071,N
787.01,787,2.126313,0.0373,1.633,0.146,5.764931,2122.463,2424.946,2684,1.316,1.527,6623,180.291,9.063,N
797.01,797,1.800804,0.0228,1.271,0.113,2.357106,1431.982,1040.681,1152,0.474,0.487,3704,56.1927,10.408,N
797.03,797,2.730973,0.0301,0.978,0.087,0.923056,947.9623,905.8037,1002,0.474,0.487,3704,56.1927,10.408,N
799.01,799,5.545198,0.0597,1.983,0.177,11.5268,2879.007,1361.367,1506.6,0.916,0.925,5643,158.526,9.967,N
801.01,801,0.77569,0.0202,0.909,0.081,0.711015,845.1184,3169.196,3507,1.356,1.839,6283,71.3672,7.052,N
802.01,802,3.693868,0.0386,0.708,0.063,0.292061,571.3458,1422.056,1574,0.75,0.562,5236,28.1042,6.803,N
807.01,807,5.270226,0.0513,1.995,0.178,11.78781,2907.511,1056.129,1168.799,0.693,0.648,4662,106.984,10.326,N
833.01,833,1.041882,0.0173,1.313,0.117,2.642478,1505.829,1441.357,1595,0.603,0.64,3965,41.7148,8.972,N
836.02,836,3.816726,0.0417,1.693,0.151,6.54995,2245.099,1122.391,1242,0.69,0.663,4476,27.5024,7.58,N
863.01,863,0.525102,0.013,1.16,0.103,1.697788,1239.48,2941.685,3256,0.86,1.062,5867,111.279,9.325,N
864.01,864,0.520673,0.0069,1.345,0.12,2.880054,1563.965,1625.232,1799,0.399,0.159,3460,38.0915,10.053,N
868.01,868,0.556109,0.012,1.609,0.144,5.466979,2073.479,3466.909,3837,1.183,0.749,5670,230.697,10.106,N
895.01,895,0.76189,0.0169,1.505,0.134,4.306157,1866.768,2998.237,3318,1.11,1.103,5998,96.3043,8.262,N
1008.01,1008,2.04936,0.0261,1.716,0.153,6.880579,2294.277,2601.549,2879,0.99,0.567,6859,144.297,8.316,N
1011.01,1011,2.469696,0.0349,1.455,0.13,3.815816,1770.065,1731.836,1917,0.941,0.932,5414,52.62,7.594,N
1028.01,1028,1.01606,0.0179,1.207,0.108,1.958227,1319.807,1761.993,1950,0.68,0.736,4634,23.7748,6.959,N
1075.01,1075,0.604743,0.012,1.876,0.167,9.466718,2640.089,1837.977,2034.056,0.653,0.633,4046,61.4592,9.935,N
1078.01,1078,0.518224,0.0094,1.135,0.101,1.571167,1197.922,1307.978,1448,0.383,0.412,3325,20.373,8.697,N
1178.01,1178,2.6659,0.0288,1.343,0.12,2.865159,1560.401,1038.875,1150,0.5,0.447,4043,36.7224,8.94,N
1206.01,1206,0.831542,0.019,1.882,0.168,9.561453,2651.681,2792.896,3090.848,1.151,1.325,5824,1698.55,7.453,N
1207.01,1207,2.628214,0.0381,1.196,0.107,1.893821,1300.529,2086.981,2310,1.107,1.068,6282,113.758,8.66,N
1215.01,1215,1.212615,0.0183,0.879,0.078,0.631974,802.4141,1228.478,1360,0.518,0.559,3751,34.6633,8.383,N
1216.01,1216,4.554106,0.0454,0.859,0.077,0.580506,772.9757,986.5494,1092,0.636,0.604,4280,99.5413,10.436,N
1218.01,1218,13.77363,0.1164,1.896,0.169,9.828858,2684.06,994.3489,1100.428,1.018,1.109,5456,135.689,9.733,N
1219.01,1219,1.9143,0.0338,1.952,0.174,10.89152,2808.082,2842.43,3145.666,1.588,1.41,6734,301.291,9.711,N
1233.04,1233,3.795304,0.0444,1.671,0.149,6.261262,2201.01,1588.497,1758,0.901,0.811,5724,64.5978,8.046,N
1235.01,1235,3.444703,0.0379,1.727,0.154,7.031104,2316.227,982.6281,1087,0.63,0.612,3912,39.6345,8.711,N
1238.02,1238,0.764601,0.0139,1.28,0.114,2.417459,1448.001,1592.534,1762,0.623,0.607,3853,70.7145,10.039,N
1242.01,1242,0.381481,0.009,1.684,0.15,6.427352,2226.511,2333.37,2582,0.712,0.665,4255,110.015,10.53,N
1263.01,1263,1.021332,0.0189,1.427,0.127,3.563432,1717.564,2068.345,2289,0.818,0.86,5098,46.5539,7.636,N
1285.01,1285,1.228439,0.0181,1.866,0.166,9.284535,2617.612,1174.906,1300.247,0.53,0.527,3526,41.9934,9.488,N
1347.01,1347,0.847439,0.0172,1.881,0.168,9.553616,2650.725,2289.66,2533.925,0.846,0.949,5300,147.476,10.011,N
1347.02,1347,4.841665,0.055,1.777,0.159,7.798239,2424.205,1280.783,1417,0.846,0.949,5300,147.476,10.011,N
1348.01,1348,2.14056,0.0279,1.838,0.164,8.796854,2556.2,1544.441,1709,0.84,0.632,4567,101.713,9.667,N
1411.01,1411,1.452042,0.0217,1.34,0.12,2.845629,1555.712,1452.145,1607,0.69,0.65,4184,32.4778,7.998,N
1416.01,1416,1.069606,0.0191,1.771,0.158,7.696285,2410.208,1975.802,2187,0.802,0.81,4946,55.0135,8.266,N
1426.01,1426,0.78999,0.0177,1.99,0.178,11.67703,2895.457,2699.064,2987.005,1.1,1.188,5558,129.284,9.146,N
1435.01,1435,0.685999,0.0145,1.16,0.103,1.698321,1239.651,2385.273,2640,0.824,0.87,5142,92.8659,9.229,N
1436.01,1436,0.867492,0.0167,1.718,0.153,6.905901,2297.988,2060.19,2280,0.745,0.832,5011,131.601,10.29,N
1440.02,1440,4.627287,0.0543,1.727,0.154,7.035948,2316.929,1527.878,1691,1,1,5780,237.152,8.938,N
1442.01,1442,0.409072,0.0071,1.173,0.105,1.766284,1261.239,1351.385,1496,0.309,0.287,3328,41.1659,10.925,N
1444.01,1444,0.470254,0.0117,1.33,0.119,2.76685,1536.613,3000.15,3320,0.925,0.956,5466,125.463,9.465,N
1449.02,1449,2.3689,0.0292,1.625,0.145,5.65779,2105.016,1620.501,1793,0.604,0.592,5780,56.3228,9.518,N
1450.01,1450,2.043882,0.0245,1.069,0.095,1.271133,1091.277,922.4842,1021,0.474,0.471,3407,22.4467,8.457,N
1453.02,1453,4.313486,0.0482,1.21,0.108,1.976913,1325.334,1163.58,1288,0.71,0.802,4920,78.7415,9.275,N
1462.01,1462,2.177946,0.0333,1.214,0.108,2.000318,1332.215,2202.514,2437,1.264,1.04,5802,27.0498,5.269,N
1469.01,1469,3.092927,0.0386,1.211,0.108,1.983151,1327.172,1327.779,1469,0.751,0.8,4884,6.53127,3.981,N
1469.02,1469,6.765084,0.065,1.292,0.115,2.494594,1468.151,1022.88,1132,0.751,0.8,4884,6.53127,3.981,N
1486.01,1486,0.26665,0.0064,1.214,0.108,1.996385,1331.062,2540.85,2812,0.63,0.49,4154,44.3531,8.728,N
1617.01,1617,1.401454,0.0243,1.647,0.147,5.941503,2150.825,2117.47,2343,0.943,0.979,5521,133.496,9.594,N
1621.01,1621,6.45054,0.0802,1.864,0.166,9.25254,2613.639,1594.391,1764,1.02,1.656,7257,161.088,9.426,N
1634.01,1634,0.98933,0.015,1.83,0.163,8.662667,2538.97,1184.558,1311,0.465,0.463,3455,35.2736,9.484,N
1685.01,1685,0.669174,0.0116,1.469,0.131,3.945691,1796.325,1347.546,1491,0.462,0.46,3457,37.6153,9.616,N
1693.01,1693,1.766881,0.0221,1.479,0.132,4.041607,1815.409,978.967,1083,0.461,0.459,3474,30.7947,9.192,N
1706.01,1706,4.515422,0.0535,1.887,0.168,9.659227,2663.578,1470.131,1626.967,0.966,1.004,5617,161.185,9.825,N
1706.02,1706,7.405701,0.0745,1.688,0.151,6.491827,2236.311,1246.618,1380,0.966,1.004,5617,161.185,9.825,N
1724.01,1724,0.685081,0.0109,1.981,0.177,11.48198,2874.075,1288,1425.406,0.38,0.369,3541,58.3171,11.096,N
1730.02,1730,2.155669,0.0264,1.441,0.129,3.683977,1742.891,1020.986,1130,0.532,0.529,3691,35.6917,9.061,N
1747.01,1747,2.754791,0.034,1.324,0.118,2.726414,1526.691,1238.476,1371,0.698,0.69,4435,70.1306,9.476,N
1748.01,1748,1.831887,0.0261,1.529,0.136,4.555173,1913.52,1616.929,1789,0.768,0.707,4837,101.084,9.753,N
1752.01,1752,0.935183,0.0151,1.737,0.155,7.179097,2337.553,1329.913,1472,0.527,0.524,3652,103.021,11.373,N
1757.01,1757,2.125749,0.0286,1.716,0.153,6.876141,2293.625,1356.015,1501,0.707,0.693,4428,104.346,10.305,N
1773.01,1773,0.73665,0.0153,1.798,0.16,8.130522,2469.124,2560.868,2834,0.96,0.884,5250,12.5855,4.768,N
1776.01,1776,2.800991,0.0391,1.403,0.125,3.354589,1672.523,1733.353,1918,0.945,1.02,5724,44.647,7.029,N
1782.02,1782,1.828981,0.0257,1.848,0.165,8.959586,2576.9,1361.885,1507,0.669,0.68,4336,95.2649,10.248,N
1798.02,1798,0.437783,0.0108,1.28,0.114,2.41378,1447.031,2714.648,3004,0.785,0.873,5165,113.181,9.798,N
1799.01,1799,7.093853,0.0725,1.628,0.145,5.696879,2111.403,1273.89,1410,0.957,1.01,5690,62.1274,7.73,N
1819.01,1819,3.09374,0.0461,1.722,0.154,6.966884,2306.895,2298.95,2544,1.47,1.37,6610,160.295,8.523,N
1835.01,1835,5.64196,0.0601,1.825,0.163,8.565014,2526.336,1177.719,1303,0.782,0.91,5297,32.1585,6.952,N
1860.01,1860,1.066211,0.0206,1.425,0.127,3.538343,1712.233,2348.663,2599,0.93,1.02,5668,45.864,7.19,N
1942.01,1942,1.656359,0.0257,1.418,0.127,3.482027,1700.188,2177.367,2410,1.02,0.83,5614,130.335,9.236,N
1948.01,1948,3.647361,0.0516,1.818,0.162,8.454197,2511.902,1952.941,2161,1.476,1.38,5928,219.482,9.63,N
2050.01,2050,13.5975,0.115,1.938,0.173,10.62438,2777.566,1019.987,1128.801,0.88,1.099,5985,113.725,9.17,N
2061.01,2061,1.45655,0.0223,1.838,0.164,8.78797,2555.064,1545.743,1711,0.7,0.695,4475,78.9495,9.669,N
2069.01,2069,5.921258,0.0618,1.068,0.095,1.26504,1088.972,1184.291,1311,0.823,0.9,5268,38.6215,7.272,N
2077.01,2077,6.115577,0.0634,1.656,0.148,6.058993,2169.437,1189.133,1316,0.846,0.91,5284,91.8282,9.105,N
2079.01,2079,1.492354,0.02,1.395,0.124,3.285211,1657.214,1080.708,1196,0.481,0.479,3577,37.066,9.463,N
2097.01,2097,1.789022,0.0279,1.674,0.149,6.299316,2206.886,1729.077,1914,0.792,0.901,5264,198.345,10.879,N
2103.01,2103,2.662259,0.035,1.21,0.108,1.978139,1325.695,1438.085,1592,0.8,0.809,4884,95.5156,9.499,N
2104.01,2104,3.272336,0.04,1.37,0.122,3.080254,1610.901,1286.467,1424,0.724,0.796,4907,76.7418,9.252,N
2104.02,2104,5.904441,0.0593,1.545,0.138,4.726665,1944.889,1056.716,1169,0.724,0.796,4907,76.7418,9.252,N
2161.01,2161,1.58726,0.0252,1.152,0.103,1.657112,1226.325,1756.021,1943,0.81,0.849,5028,73.1018,8.846,N
2211.01,2211,3.091172,0.0401,1.667,0.149,6.199416,2191.418,1476.615,1634,0.834,0.9,5253,70.2932,8.523,N
2250.01,2250,0.815298,0.0172,1.098,0.098,1.394865,1136.802,2649.641,2932,0.969,1.023,5729,142.086,9.583,N
2260.01,2260,0.352444,0.0096,1.594,0.142,5.284113,2042.671,3236.774,3582,0.898,0.953,5432,101.251,9.103,N
2262.01,2262,1.493765,0.0275,1.956,0.175,10.98836,2819.04,2656.744,2940.171,1.279,1.25,6328,250.998,9.943,N
2269.01,2269,1.420604,0.0202,1.197,0.107,1.903085,1303.324,1243.654,1376,0.548,0.544,3872,82.1896,10.765,N
2269.02,2269,2.841147,0.032,1.438,0.128,3.663679,1738.659,987.0962,1092,0.548,0.544,3872,82.1896,10.765,N
2278.01,2278,1.466346,0.017,1.127,0.101,1.532372,1184.816,917.1525,1015,0.323,0.303,3412,43.5829,10.887,N
2283.01,2283,0.401859,0.0086,0.553,0.049,0.120165,386.5387,1739.79,1925,0.52,0.518,3621,49.7627,9.855,N
2287.01,2287,11.81176,0.1054,1.949,0.174,10.84116,2802.361,1255.696,1389.656,1.201,1.12,6037,94.9685,8.05,N
2290.01,2290,0.38623,0.0086,1.486,0.133,4.113663,1829.58,1936.878,2144,0.566,0.56,3863,58.0924,9.902,N
2345.01,2345,1.052616,0.0182,1.42,0.127,3.501256,1704.313,1837.591,2034,0.759,0.728,4621,81.6541,9.509,N
2411.01,2411,0.782765,0.0143,1.747,0.156,7.33791,2360.167,1800.487,1993,0.728,0.639,4099,59.5362,9.33,N
2427.01,2427,1.30613,0.0202,1.998,0.178,11.85487,2914.777,1457.136,1612.586,0.68,0.641,4072,28.5147,7.889,N
2445.01,2445,0.371095,0.0063,1.531,0.137,4.572914,1916.795,1347.277,1491,0.272,0.245,3333,48.582,11.555,N
2467.01,2467,1.755662,0.0264,1.774,0.158,7.744373,2416.822,1672.993,1851,0.809,0.8,4909,94.7639,9.482,N
2520.01,2520,2.094408,0.0309,1.398,0.125,3.311828,1663.109,1628.457,1802,0.77,0.901,5298,87.4053,9.169,N
2522.01,2522,2.098854,0.0317,1.666,0.149,6.18398,2189.015,1884.551,2086,0.97,0.967,5531,84.5017,8.502,N
2585.01,2585,4.026586,0.0475,1.947,0.174,10.79589,2797.207,1317.202,1457.724,0.78,0.883,5277,89.409,9.128,N
2590.01,2590,0.746058,0.017,1.777,0.159,7.797565,2424.112,3099.181,3430,1.13,1.17,6162,139.151,8.946,N
2731.01,2731,0.995394,0.0197,1.353,0.121,2.945516,1579.508,2294.197,2539,0.84,1.024,5697,107.926,9.293,N
4307.02,4307,4.654469,0.0581,0.608,0.054,0.168894,448.9947,1629.116,1803,1.098,1.206,6079,36.0469,6.146,N
4311.02,4311,0.990289,0.0186,1.416,0.126,3.46044,1695.542,2151.36,2381,0.851,0.872,5159,134.988,9.977,N
4318.01,4318,1.134382,0.0214,1.753,0.156,7.427907,2372.86,2204.751,2440,0.847,1.011,5683,120.871,9.649,N
4327.01,4327,0.83033,0.0142,1.559,0.139,4.885421,1973.366,1425.766,1578,0.565,0.559,3672,84.4016,10.809,N
4346.01,4346,3.907712,0.0414,1.572,0.14,5.033758,1999.509,949.1609,1050,0.64,0.62,3917,130.457,11.215,N
4350.01,4350,4.875907,0.0577,1.501,0.134,4.267421,1859.361,1631.859,1806,1.149,1.08,5937,103.01,8.372,N
4352.01,4352,11.89186,0.1002,1.692,0.151,6.546261,2244.543,971.0035,1075,0.835,0.95,5461,78.6946,8.674,N
4357.01,4357,1.814122,0.0295,1.318,0.118,2.681167,1515.491,2205.457,2441,1.127,1.04,5790,189.148,9.998,N
4363.01,4363,2.118659,0.0275,1.833,0.163,8.699374,2543.698,1235.823,1368,0.691,0.62,4002,77.7751,10.058,N
4367.01,4367,2.511047,0.0356,1.587,0.142,5.206912,2029.486,1746.307,1933,0.91,0.952,5603,87.7559,8.785,N